epoch,step,test/accuracy,test/loss,train/accuracy,train/loss,val/acc_best,val/accuracy,val/loss
0,9,,,0.017578125,4.510603904724121,,,
0,19,,,0.0234375,4.470162868499756,,,
0,29,,,0.01953125,4.419252872467041,,,
0,39,,,0.01171875,4.417570114135742,,,
0,48,,,,,0.026399999856948853,0.026399999856948853,4.376327991485596
1,49,,,0.0244140625,4.366828441619873,,,
1,59,,,0.025390625,4.314545631408691,,,
1,69,,,0.0263671875,4.324477195739746,,,
1,79,,,0.033203125,4.265142440795898,,,
1,89,,,0.0400390625,4.284458637237549,,,
1,97,,,,,0.029400000348687172,0.029400000348687172,4.275444030761719
2,99,,,0.029296875,4.249035835266113,,,
2,109,,,0.0283203125,4.235875606536865,,,
2,119,,,0.046875,4.19462251663208,,,
2,129,,,0.0341796875,4.1797966957092285,,,
2,139,,,0.0322265625,4.186399936676025,,,
2,146,,,,,0.04560000076889992,0.04560000076889992,4.123544692993164
3,149,,,0.0458984375,4.15986967086792,,,
3,159,,,0.03515625,4.160362243652344,,,
3,169,,,0.048828125,4.125726699829102,,,
3,179,,,0.0498046875,4.118955612182617,,,
3,189,,,0.0478515625,4.100078105926514,,,
3,195,,,,,0.04659999907016754,0.04659999907016754,4.241551876068115
4,199,,,0.052734375,4.0811686515808105,,,
4,209,,,0.048828125,4.089714527130127,,,
4,219,,,0.0546875,4.098707675933838,,,
4,229,,,0.0595703125,4.0887603759765625,,,
4,239,,,0.0517578125,4.0428009033203125,,,
4,244,,,,,0.05420000106096268,0.05420000106096268,4.0249857902526855
5,249,,,0.0654296875,4.033509731292725,,,
5,259,,,0.07421875,4.002387523651123,,,
5,269,,,0.0556640625,4.052807807922363,,,
5,279,,,0.0791015625,4.019286632537842,,,
5,289,,,0.0654296875,3.9900670051574707,,,
5,293,,,,,0.06880000233650208,0.06880000233650208,3.936462879180908
6,299,,,0.0771484375,3.940300226211548,,,
6,309,,,0.068359375,3.9814810752868652,,,
6,319,,,0.05859375,3.9813897609710693,,,
6,329,,,0.056640625,4.050810813903809,,,
6,339,,,0.0615234375,4.0264482498168945,,,
6,342,,,,,0.07840000092983246,0.07840000092983246,3.864917755126953
7,349,,,0.07421875,3.9862849712371826,,,
7,359,,,0.0625,3.9827685356140137,,,
7,369,,,0.0830078125,4.016141414642334,,,
7,379,,,0.083984375,3.891697406768799,,,
7,389,,,0.0625,3.9541430473327637,,,
7,391,,,,,0.08380000293254852,0.08380000293254852,3.8341312408447266
8,399,,,0.0751953125,3.9565534591674805,,,
8,409,,,0.068359375,3.940887689590454,,,
8,419,,,0.0771484375,3.989841938018799,,,
8,429,,,0.0791015625,3.938445568084717,,,
8,439,,,0.0791015625,3.9070122241973877,,,
8,440,,,,,0.08380000293254852,0.08259999752044678,3.8283050060272217
9,449,,,0.08203125,3.885523796081543,,,
9,459,,,0.07421875,3.922966718673706,,,
9,469,,,0.099609375,3.8635590076446533,,,
9,479,,,0.0810546875,3.867225408554077,,,
9,489,,,0.0695754736661911,3.9232020378112793,,,
9,489,,,,,0.09520000219345093,0.09520000219345093,3.7356534004211426
10,499,,,0.068359375,3.890911340713501,,,
10,509,,,0.0869140625,3.8651111125946045,,,
10,519,,,0.0927734375,3.888486385345459,,,
10,529,,,0.0859375,3.8598344326019287,,,
10,538,,,,,0.09520000219345093,0.09520000219345093,3.7317116260528564
11,539,,,0.0869140625,3.8126461505889893,,,
11,549,,,0.0830078125,3.847825527191162,,,
11,559,,,0.0908203125,3.8256120681762695,,,
11,569,,,0.0830078125,3.8562850952148438,,,
11,579,,,0.09765625,3.80976939201355,,,
11,587,,,,,0.09520000219345093,0.07479999959468842,3.9219658374786377
12,589,,,0.095703125,3.765869140625,,,
12,599,,,0.1005859375,3.7763493061065674,,,
12,609,,,0.0966796875,3.750948905944824,,,
12,619,,,0.0888671875,3.7546064853668213,,,
12,629,,,0.1064453125,3.722233772277832,,,
12,636,,,,,0.10620000213384628,0.10620000213384628,3.6672470569610596
13,639,,,0.1044921875,3.70822811126709,,,
13,649,,,0.109375,3.7743277549743652,,,
13,659,,,0.1064453125,3.763463020324707,,,
13,669,,,0.0869140625,3.7864010334014893,,,
13,679,,,0.091796875,3.730747699737549,,,
13,685,,,,,0.10899999737739563,0.10899999737739563,3.550558567047119
14,689,,,0.0947265625,3.742058038711548,,,
14,699,,,0.09375,3.8510942459106445,,,
14,709,,,0.1044921875,3.753161668777466,,,
14,719,,,0.0986328125,3.6632373332977295,,,
14,729,,,0.1005859375,3.735863447189331,,,
14,734,,,,,0.12139999866485596,0.12139999866485596,3.5743603706359863
15,739,,,0.1181640625,3.669602632522583,,,
15,749,,,0.1162109375,3.6187891960144043,,,
15,759,,,0.107421875,3.6928915977478027,,,
15,769,,,0.099609375,3.6524782180786133,,,
15,779,,,0.0966796875,3.6414718627929688,,,
15,783,,,,,0.12139999866485596,0.12039999663829803,3.6061782836914062
16,789,,,0.099609375,3.7198472023010254,,,
16,799,,,0.12890625,3.6720848083496094,,,
16,809,,,0.1259765625,3.6820132732391357,,,
16,819,,,0.1123046875,3.57741379737854,,,
16,829,,,0.103515625,3.558533191680908,,,
16,832,,,,,0.13740000128746033,0.13740000128746033,3.4301960468292236
17,839,,,0.115234375,3.5673508644104004,,,
17,849,,,0.11328125,3.6026628017425537,,,
17,859,,,0.12109375,3.539950370788574,,,
