RTD_score,epoch,step,test/accuracy,test/loss,train/accuracy,train/loss,val/acc_best,val/accuracy,val/loss
,0,9,,,0.0283203125,4.444227695465088,,,
,0,19,,,0.0400390625,4.251818656921387,,,
,0,29,,,0.0419921875,4.138858795166016,,,
,0,39,,,0.0615234375,4.0063157081604,,,
,0,48,,,,,0.06520000100135803,0.06520000100135803,4.06455135345459
,1,49,,,0.060546875,4.123867988586426,,,
,1,59,,,0.072265625,4.0670905113220215,,,
,1,69,,,0.0869140625,3.938797950744629,,,
,1,79,,,0.0712890625,4.019218921661377,,,
,1,89,,,0.08984375,3.9056849479675293,,,
,1,97,,,,,0.08380000293254852,0.08380000293254852,3.8677773475646973
,2,99,,,0.08984375,3.8762753009796143,,,
,2,109,,,0.0869140625,3.917769193649292,,,
,2,119,,,0.09375,3.896196126937866,,,
,2,129,,,0.099609375,3.785440444946289,,,
,2,139,,,0.1044921875,3.8391366004943848,,,
,2,146,,,,,0.1128000020980835,0.1128000020980835,3.6971275806427
,3,149,,,0.091796875,3.7993314266204834,,,
,3,159,,,0.123046875,3.6973178386688232,,,
,3,169,,,0.109375,3.772486925125122,,,
,3,179,,,0.11328125,3.7272768020629883,,,
,3,189,,,0.1103515625,3.654991865158081,,,
,3,195,,,,,0.14720000326633453,0.14720000326633453,3.4811980724334717
,4,199,,,0.12890625,3.710357427597046,,,
,4,209,,,0.115234375,3.692780017852783,,,
,4,219,,,0.125,3.5795211791992188,,,
,4,229,,,0.158203125,3.5109899044036865,,,
,4,239,,,0.158203125,3.5423901081085205,,,
,4,244,,,,,0.14720000326633453,0.12460000067949295,3.753643751144409
,5,249,,,0.150390625,3.5502254962921143,,,
,5,259,,,0.1396484375,3.5199389457702637,,,
,5,269,,,0.1640625,3.4616968631744385,,,
,5,279,,,0.1357421875,3.569537878036499,,,
,5,289,,,0.158203125,3.5514793395996094,,,
,5,293,,,,,0.15160000324249268,0.15160000324249268,3.394446611404419
,6,299,,,0.1669921875,3.3830385208129883,,,
,6,309,,,0.158203125,3.475234031677246,,,
,6,319,,,0.1611328125,3.47540283203125,,,
,6,329,,,0.1630859375,3.436728000640869,,,
,6,339,,,0.171875,3.4237475395202637,,,
,6,342,,,,,0.15160000324249268,0.14319999516010284,3.5425219535827637
,7,349,,,0.166015625,3.3799309730529785,,,
,7,359,,,0.166015625,3.403630495071411,,,
,7,369,,,0.1728515625,3.3601365089416504,,,
,7,379,,,0.181640625,3.3936660289764404,,,
,7,389,,,0.1826171875,3.3045406341552734,,,
,7,391,,,,,0.20999999344348907,0.20999999344348907,3.198406219482422
,8,399,,,0.19921875,3.3192310333251953,,,
,8,409,,,0.205078125,3.2269439697265625,,,
,8,419,,,0.2060546875,3.3220930099487305,,,
,8,429,,,0.212890625,3.2842438220977783,,,
,8,439,,,0.18359375,3.2794604301452637,,,
,8,440,,,,,0.2409999966621399,0.2409999966621399,3.040318727493286
,9,449,,,0.224609375,3.17195463180542,,,
,9,459,,,0.2080078125,3.1883726119995117,,,
,9,469,,,0.2158203125,3.143588066101074,,,
,9,479,,,0.2041015625,3.11161208152771,,,
,9,489,,,0.2216981202363968,3.162795066833496,,,
,9,489,,,,,0.2409999966621399,0.21780000627040863,3.231126308441162
,10,499,,,0.2548828125,3.0444998741149902,,,
,10,509,,,0.22265625,3.1978437900543213,,,
,10,519,,,0.220703125,3.127897024154663,,,
,10,529,,,0.2294921875,3.104412794113159,,,
,10,538,,,,,0.2572000026702881,0.2572000026702881,2.996077060699463
,11,539,,,0.220703125,3.0828206539154053,,,
