epoch,step,test/accuracy,test/loss,train/accuracy,train/loss,val/acc_best,val/accuracy,val/loss
0,9,,,0.009765625,4.54673957824707,,,
0,19,,,0.01953125,4.39268159866333,,,
0,29,,,0.0224609375,4.363767147064209,,,
0,39,,,0.0419921875,4.240333557128906,,,
0,48,,,,,0.050599999725818634,0.050599999725818634,4.14028787612915
1,49,,,0.0537109375,4.152990818023682,,,
1,59,,,0.052734375,4.2066426277160645,,,
1,69,,,0.0546875,4.081418514251709,,,
1,79,,,0.06640625,4.0545220375061035,,,
1,89,,,0.0703125,4.031505584716797,,,
1,97,,,,,0.06620000302791595,0.06620000302791595,3.9473671913146973
2,99,,,0.0615234375,4.010583400726318,,,
2,109,,,0.0712890625,3.9846138954162598,,,
2,119,,,0.09375,3.894437313079834,,,
2,129,,,0.080078125,3.9061472415924072,,,
2,139,,,0.08203125,3.969447374343872,,,
2,146,,,,,0.08919999748468399,0.08919999748468399,3.8655495643615723
3,149,,,0.076171875,3.8658242225646973,,,
3,159,,,0.10546875,3.825274705886841,,,
3,169,,,0.103515625,3.82092547416687,,,
3,179,,,0.1162109375,3.7645363807678223,,,
3,189,,,0.1044921875,3.7759716510772705,,,
3,195,,,,,0.12460000067949295,0.12460000067949295,3.6359825134277344
4,199,,,0.115234375,3.7551918029785156,,,
4,209,,,0.1044921875,3.7313899993896484,,,
4,219,,,0.1044921875,3.768862724304199,,,
4,229,,,0.0888671875,3.7810206413269043,,,
4,239,,,0.0869140625,3.777401924133301,,,
4,244,,,,,0.12460000067949295,0.11699999868869781,3.6746017932891846
5,249,,,0.107421875,3.7106833457946777,,,
5,259,,,0.1220703125,3.732475757598877,,,
5,269,,,0.1162109375,3.6986942291259766,,,
5,279,,,0.125,3.646202564239502,,,
5,289,,,0.1259765625,3.65144419670105,,,
5,293,,,,,0.1420000046491623,0.1420000046491623,3.5494132041931152
6,299,,,0.119140625,3.689138174057007,,,
6,309,,,0.123046875,3.698216676712036,,,
6,319,,,0.138671875,3.5799877643585205,,,
6,329,,,0.13671875,3.6169865131378174,,,
6,339,,,0.1416015625,3.6341652870178223,,,
6,342,,,,,0.164000004529953,0.164000004529953,3.402085781097412
7,349,,,0.130859375,3.6082253456115723,,,
7,359,,,0.1083984375,3.6654183864593506,,,
7,369,,,0.14453125,3.470024347305298,,,
7,379,,,0.16015625,3.5264968872070312,,,
7,389,,,0.1513671875,3.5049967765808105,,,
7,391,,,,,0.164000004529953,0.15940000116825104,3.5023396015167236
8,399,,,0.146484375,3.4831604957580566,,,
8,409,,,0.154296875,3.485275983810425,,,
8,419,,,0.138671875,3.486109733581543,,,
8,429,,,0.1572265625,3.5019567012786865,,,
8,439,,,0.1611328125,3.4503870010375977,,,
8,440,,,,,0.18780000507831573,0.18780000507831573,3.2683265209198
9,449,,,0.1484375,3.5553059577941895,,,
9,459,,,0.15234375,3.4626214504241943,,,
9,469,,,0.1728515625,3.374417781829834,,,
9,479,,,0.16796875,3.392817735671997,,,
9,489,,,0.1662735790014267,3.3951966762542725,,,
9,489,,,,,0.20360000431537628,0.20360000431537628,3.1402127742767334
10,499,,,0.16796875,3.476489782333374,,,
10,509,,,0.1767578125,3.336229085922241,,,
10,519,,,0.1865234375,3.319118022918701,,,
10,529,,,0.177734375,3.3982412815093994,,,
10,538,,,,,0.20360000431537628,0.18459999561309814,3.281886339187622
11,539,,,0.1865234375,3.286644697189331,,,
11,549,,,0.1845703125,3.3027195930480957,,,
11,559,,,0.185546875,3.331937789916992,,,
11,569,,,0.193359375,3.297992467880249,,,
11,579,,,0.1875,3.301527500152588,,,
11,587,,,,,0.21799999475479126,0.21799999475479126,3.1468136310577393
12,589,,,0.2041015625,3.2316555976867676,,,
12,599,,,0.2001953125,3.2519335746765137,,,
12,609,,,0.21484375,3.2185564041137695,,,
12,619,,,0.224609375,3.2428460121154785,,,
12,629,,,0.203125,3.313359498977661,,,
12,636,,,,,0.2215999960899353,0.2215999960899353,3.109757661819458
13,639,,,0.2392578125,3.2296383380889893,,,
13,649,,,0.2109375,3.1958370208740234,,,
13,659,,,0.2255859375,3.2236735820770264,,,
13,669,,,0.1953125,3.2097160816192627,,,
13,679,,,0.19140625,3.1976475715637207,,,
13,685,,,,,0.2370000034570694,0.2370000034570694,3.0439882278442383
14,689,,,0.2353515625,3.1224708557128906,,,
14,699,,,0.1923828125,3.2218666076660156,,,
14,709,,,0.23828125,3.136735200881958,,,
14,719,,,0.1982421875,3.208167552947998,,,
14,729,,,0.2255859375,3.1659035682678223,,,
14,734,,,,,0.2752000093460083,0.2752000093460083,2.821498394012451
15,739,,,0.228515625,3.1379554271698,,,
15,749,,,0.2373046875,3.0849735736846924,,,
15,759,,,0.228515625,3.077080011367798,,,
15,769,,,0.232421875,3.057490348815918,,,
15,779,,,0.2275390625,3.126016855239868,,,
15,783,,,,,0.2879999876022339,0.2879999876022339,2.799250602722168
16,789,,,0.2666015625,2.977749824523926,,,
16,799,,,0.2490234375,3.0399749279022217,,,
16,809,,,0.2470703125,2.974337339401245,,,
16,819,,,0.251953125,3.059128999710083,,,
16,829,,,0.24609375,3.0955703258514404,,,
16,832,,,,,0.2879999876022339,0.27959999442100525,2.7795705795288086
17,839,,,0.224609375,3.04038667678833,,,
17,849,,,0.2392578125,3.0256824493408203,,,
17,859,,,0.2802734375,2.9002163410186768,,,
17,869,,,0.2529296875,3.0407955646514893,,,
17,879,,,0.212890625,3.1152474880218506,,,
17,881,,,,,0.31200000643730164,0.31200000643730164,2.69234561920166
18,889,,,0.2509765625,2.9432075023651123,,,
18,899,,,0.259765625,2.985776901245117,,,
18,909,,,0.25390625,2.987823247909546,,,
18,919,,,0.26953125,2.979240655899048,,,
18,929,,,0.2724609375,3.0088272094726562,,,
18,930,,,,,0.31200000643730164,0.29319998621940613,2.755298376083374
19,939,,,0.2666015625,2.923837661743164,,,
19,949,,,0.244140625,2.9882431030273438,,,
19,959,,,0.26171875,2.8625242710113525,,,
19,969,,,0.2744140625,2.9743826389312744,,,
19,979,,,0.27476415038108826,2.9811220169067383,,,
19,979,,,,,0.31200000643730164,0.3012000024318695,2.755265951156616
20,989,,,0.2939453125,2.971710443496704,,,
20,999,,,0.29296875,2.7915213108062744,,,
20,1009,,,0.291015625,2.8399243354797363,,,
20,1019,,,0.259765625,2.8995726108551025,,,
20,1028,,,,,0.3240000009536743,0.3240000009536743,2.690340518951416
21,1029,,,0.2744140625,2.9468283653259277,,,
21,1039,,,0.248046875,2.9739651679992676,,,
21,1049,,,0.27734375,2.862130880355835,,,
21,1059,,,0.294921875,2.8329665660858154,,,
21,1069,,,0.298828125,2.7966690063476562,,,
21,1077,,,,,0.3582000136375427,0.3582000136375427,2.4662551879882812
22,1079,,,0.2919921875,2.807669162750244,,,
22,1089,,,0.28125,2.832479953765869,,,
22,1099,,,0.291015625,2.782075881958008,,,
22,1109,,,0.265625,2.9166371822357178,,,
22,1119,,,0.2802734375,2.8278310298919678,,,
22,1126,,,,,0.36399999260902405,0.36399999260902405,2.398136615753174
23,1129,,,0.3017578125,2.7835652828216553,,,
23,1139,,,0.302734375,2.8196351528167725,,,
23,1149,,,0.2919921875,2.823922634124756,,,
23,1159,,,0.2900390625,2.836653470993042,,,
23,1169,,,0.3076171875,2.77897572517395,,,
23,1175,,,,,0.36399999260902405,0.3407999873161316,2.5486092567443848
24,1179,,,0.3232421875,2.6785879135131836,,,
24,1189,,,0.310546875,2.782282829284668,,,
24,1199,,,0.3125,2.7068803310394287,,,
24,1209,,,0.3203125,2.7508749961853027,,,
24,1219,,,0.2978515625,2.7519726753234863,,,
24,1224,,,,,0.36399999260902405,0.36000001430511475,2.4768869876861572
25,1229,,,0.2939453125,2.791369915008545,,,
25,1239,,,0.3115234375,2.683933734893799,,,
25,1249,,,0.3125,2.7667253017425537,,,
25,1259,,,0.3115234375,2.7325496673583984,,,
25,1269,,,0.30859375,2.7439050674438477,,,
25,1273,,,,,0.36399999260902405,0.3578000068664551,2.4903812408447266
26,1279,,,0.3115234375,2.6703169345855713,,,
26,1289,,,0.310546875,2.717726707458496,,,
26,1299,,,0.3193359375,2.6606547832489014,,,
26,1309,,,0.3095703125,2.7218875885009766,,,
26,1319,,,0.328125,2.7172131538391113,,,
26,1322,,,,,0.3779999911785126,0.3779999911785126,2.3915507793426514
27,1329,,,0.30078125,2.7642321586608887,,,
27,1339,,,0.3291015625,2.6385841369628906,,,
27,1349,,,0.3310546875,2.6632604598999023,,,
27,1359,,,0.3232421875,2.6866629123687744,,,
27,1369,,,0.2998046875,2.6697933673858643,,,
27,1371,,,,,0.4036000072956085,0.4036000072956085,2.290313959121704
28,1379,,,0.3232421875,2.6868202686309814,,,
28,1389,,,0.337890625,2.6297192573547363,,,
28,1399,,,0.3203125,2.6710002422332764,,,
28,1409,,,0.3037109375,2.6339833736419678,,,
28,1419,,,0.314453125,2.6606392860412598,,,
28,1420,,,,,0.4036000072956085,0.3774000108242035,2.4215152263641357
29,1429,,,0.3486328125,2.488865613937378,,,
29,1439,,,0.3408203125,2.6092047691345215,,,
29,1449,,,0.3583984375,2.547199249267578,,,
29,1459,,,0.30859375,2.7889087200164795,,,
29,1469,,,0.3396226465702057,2.590670108795166,,,
29,1469,,,,,0.4036000072956085,0.37400001287460327,2.3898072242736816
30,1479,,,0.3515625,2.577742576599121,,,
30,1489,,,0.328125,2.6411550045013428,,,
30,1499,,,0.34375,2.5225815773010254,,,
30,1509,,,0.3173828125,2.6049916744232178,,,
30,1518,,,,,0.4036000072956085,0.39160001277923584,2.346168041229248
31,1519,,,0.3388671875,2.660097599029541,,,
31,1529,,,0.3251953125,2.5800046920776367,,,
31,1539,,,0.337890625,2.6654813289642334,,,
31,1549,,,0.33203125,2.6302950382232666,,,
31,1559,,,0.3564453125,2.5114023685455322,,,
31,1567,,,,,0.4036000072956085,0.3853999972343445,2.390097141265869
32,1569,,,0.349609375,2.641725540161133,,,
32,1579,,,0.341796875,2.495988368988037,,,
32,1589,,,0.3603515625,2.4276912212371826,,,
32,1599,,,0.330078125,2.589996099472046,,,
32,1609,,,0.3564453125,2.5699057579040527,,,
32,1616,,,,,0.4187999963760376,0.4187999963760376,2.267909526824951
33,1619,,,0.3623046875,2.5043795108795166,,,
33,1629,,,0.341796875,2.5914621353149414,,,
33,1639,,,0.38671875,2.4172511100769043,,,
33,1649,,,0.3486328125,2.6259357929229736,,,
33,1659,,,0.3388671875,2.6002578735351562,,,
33,1665,,,,,0.4187999963760376,0.41339999437332153,2.2480239868164062
34,1669,,,0.3681640625,2.443834066390991,,,
34,1679,,,0.3544921875,2.5132458209991455,,,
34,1689,,,0.3798828125,2.397853136062622,,,
34,1699,,,0.33984375,2.486961841583252,,,
34,1709,,,0.3642578125,2.4789071083068848,,,
34,1714,,,,,0.4187999963760376,0.41600000858306885,2.235464572906494
