epoch,step,test/accuracy,test/loss,train/accuracy,train/loss,val/acc_best,val/accuracy,val/loss
0,9,,,0.0126953125,4.524307727813721,,,
0,19,,,0.01953125,4.439716339111328,,,
0,29,,,0.01953125,4.392953395843506,,,
0,39,,,0.0283203125,4.328296661376953,,,
0,48,,,,,0.027000000700354576,0.027000000700354576,4.457520484924316
1,49,,,0.037109375,4.289474964141846,,,
1,59,,,0.029296875,4.299020767211914,,,
1,69,,,0.044921875,4.262368679046631,,,
1,79,,,0.0302734375,4.221816062927246,,,
1,89,,,0.0380859375,4.2700066566467285,,,
1,97,,,,,0.03480000048875809,0.03480000048875809,4.169709205627441
2,99,,,0.033203125,4.260719299316406,,,
2,109,,,0.033203125,4.2174458503723145,,,
2,119,,,0.0322265625,4.232730388641357,,,
2,129,,,0.0380859375,4.200254440307617,,,
2,139,,,0.0361328125,4.254907608032227,,,
2,146,,,,,0.04320000112056732,0.04320000112056732,4.143106460571289
3,149,,,0.0302734375,4.161995887756348,,,
3,159,,,0.0400390625,4.120965480804443,,,
3,169,,,0.0478515625,4.12749719619751,,,
3,179,,,0.041015625,4.130915641784668,,,
3,189,,,0.0498046875,4.118326663970947,,,
3,195,,,,,0.05000000074505806,0.05000000074505806,4.070242881774902
4,199,,,0.048828125,4.121726036071777,,,
4,209,,,0.05078125,4.10134744644165,,,
4,219,,,0.060546875,4.0640950202941895,,,
4,229,,,0.060546875,4.056258201599121,,,
4,239,,,0.0576171875,4.125511646270752,,,
4,244,,,,,0.06719999760389328,0.06719999760389328,3.9656283855438232
5,249,,,0.0625,4.011233806610107,,,
5,259,,,0.052734375,3.9669392108917236,,,
5,269,,,0.0537109375,3.9806623458862305,,,
5,279,,,0.0673828125,3.9424407482147217,,,
5,289,,,0.07421875,3.963200807571411,,,
5,293,,,,,0.06780000030994415,0.06780000030994415,3.9143669605255127
6,299,,,0.0693359375,3.906890869140625,,,
6,309,,,0.076171875,3.9525249004364014,,,
6,319,,,0.07421875,3.9529285430908203,,,
6,329,,,0.0693359375,3.9539456367492676,,,
6,339,,,0.08984375,3.921666383743286,,,
6,342,,,,,0.08500000089406967,0.08500000089406967,3.828886032104492
7,349,,,0.076171875,3.9692254066467285,,,
7,359,,,0.083984375,3.910911798477173,,,
7,369,,,0.0859375,3.8592052459716797,,,
7,379,,,0.0869140625,3.864640235900879,,,
7,389,,,0.0791015625,3.934018850326538,,,
7,391,,,,,0.08980000019073486,0.08980000019073486,3.7949681282043457
8,399,,,0.0947265625,3.824833869934082,,,
8,409,,,0.08984375,3.8291845321655273,,,
8,419,,,0.087890625,3.8380284309387207,,,
8,429,,,0.078125,3.9700663089752197,,,
8,439,,,0.0859375,3.8604049682617188,,,
8,440,,,,,0.0966000035405159,0.0966000035405159,3.776475191116333
9,449,,,0.08984375,3.8325910568237305,,,
9,459,,,0.0966796875,3.7712788581848145,,,
9,469,,,0.0986328125,3.798895835876465,,,
9,479,,,0.0810546875,3.8022727966308594,,,
9,489,,,0.07900943607091904,3.8164732456207275,,,
9,489,,,,,0.10379999876022339,0.10379999876022339,3.7331948280334473
10,499,,,0.1025390625,3.8023760318756104,,,
10,509,,,0.1162109375,3.73403000831604,,,
10,519,,,0.1142578125,3.729811906814575,,,
10,529,,,0.1044921875,3.7854137420654297,,,
10,538,,,,,0.10379999876022339,0.10379999876022339,3.736799716949463
11,539,,,0.111328125,3.737391471862793,,,
11,549,,,0.0849609375,3.8138720989227295,,,
11,559,,,0.1015625,3.7723424434661865,,,
11,569,,,0.0966796875,3.781207799911499,,,
11,579,,,0.0927734375,3.7804794311523438,,,
11,587,,,,,0.11640000343322754,0.11640000343322754,3.6407570838928223
12,589,,,0.111328125,3.6720621585845947,,,
12,599,,,0.126953125,3.691251516342163,,,
12,609,,,0.0986328125,3.7623863220214844,,,
12,619,,,0.111328125,3.737504005432129,,,
12,629,,,0.125,3.713690996170044,,,
12,636,,,,,0.11879999935626984,0.11879999935626984,3.58536958694458
13,639,,,0.111328125,3.696570873260498,,,
13,649,,,0.115234375,3.688734531402588,,,
13,659,,,0.1064453125,3.737630605697632,,,
13,669,,,0.10546875,3.7296364307403564,,,
13,679,,,0.099609375,3.7126688957214355,,,
13,685,,,,,0.11879999935626984,0.11819999665021896,3.6623477935791016
14,689,,,0.109375,3.7827308177948,,,
14,699,,,0.1142578125,3.697880983352661,,,
14,709,,,0.1220703125,3.655787229537964,,,
14,719,,,0.123046875,3.6742653846740723,,,
14,729,,,0.1279296875,3.631842613220215,,,
14,734,,,,,0.13459999859333038,0.13459999859333038,3.5911879539489746
15,739,,,0.125,3.6439619064331055,,,
15,749,,,0.1220703125,3.647099494934082,,,
15,759,,,0.1337890625,3.5511412620544434,,,
15,769,,,0.115234375,3.646353006362915,,,
15,779,,,0.14453125,3.6079211235046387,,,
15,783,,,,,0.13459999859333038,0.12960000336170197,3.5906741619110107
16,789,,,0.1259765625,3.6265649795532227,,,
16,799,,,0.1181640625,3.6817901134490967,,,
16,809,,,0.1240234375,3.5696136951446533,,,
16,819,,,0.126953125,3.6407904624938965,,,
16,829,,,0.1103515625,3.5896010398864746,,,
16,832,,,,,0.1477999985218048,0.1477999985218048,3.408045530319214
17,839,,,0.1298828125,3.5905683040618896,,,
17,849,,,0.134765625,3.5316503047943115,,,
17,859,,,0.146484375,3.575018882751465,,,
17,869,,,0.1240234375,3.5291237831115723,,,
17,879,,,0.1611328125,3.4738597869873047,,,
17,881,,,,,0.15719999372959137,0.15719999372959137,3.431408643722534
18,889,,,0.150390625,3.4892241954803467,,,
18,899,,,0.1533203125,3.4607455730438232,,,
18,909,,,0.1435546875,3.4416556358337402,,,
18,919,,,0.12890625,3.522580146789551,,,
18,929,,,0.1513671875,3.449201822280884,,,
18,930,,,,,0.16580000519752502,0.16580000519752502,3.327320098876953
19,939,,,0.1474609375,3.4780147075653076,,,
19,949,,,0.1328125,3.500077962875366,,,
19,959,,,0.15625,3.5092663764953613,,,
19,969,,,0.1630859375,3.416276454925537,,,
19,979,,,0.13679245114326477,3.474719285964966,,,
19,979,,,,,0.16580000519752502,0.15360000729560852,3.425743579864502
20,989,,,0.169921875,3.389357805252075,,,
20,999,,,0.1435546875,3.388184070587158,,,
20,1009,,,0.146484375,3.4724085330963135,,,
20,1019,,,0.16796875,3.377173662185669,,,
20,1028,,,,,0.17560000717639923,0.17560000717639923,3.2858455181121826
21,1029,,,0.19140625,3.2908225059509277,,,
21,1039,,,0.15625,3.437915325164795,,,
21,1049,,,0.1494140625,3.4751174449920654,,,
21,1059,,,0.1845703125,3.3527402877807617,,,
21,1069,,,0.1669921875,3.4225094318389893,,,
21,1077,,,,,0.17560000717639923,0.1526000052690506,3.5318374633789062
22,1079,,,0.16796875,3.3556244373321533,,,
22,1089,,,0.171875,3.369645118713379,,,
22,1099,,,0.18359375,3.3371262550354004,,,
22,1109,,,0.17578125,3.360262870788574,,,
22,1119,,,0.1806640625,3.42143177986145,,,
22,1126,,,,,0.20440000295639038,0.20440000295639038,3.1522486209869385
23,1129,,,0.169921875,3.3599536418914795,,,
23,1139,,,0.173828125,3.3604555130004883,,,
23,1149,,,0.197265625,3.1887447834014893,,,
23,1159,,,0.1826171875,3.320840358734131,,,
23,1169,,,0.1787109375,3.2879490852355957,,,
23,1175,,,,,0.20440000295639038,0.19519999623298645,3.233407974243164
24,1179,,,0.1884765625,3.3385560512542725,,,
24,1189,,,0.1875,3.2730023860931396,,,
24,1199,,,0.18359375,3.3511617183685303,,,
24,1209,,,0.1845703125,3.228550434112549,,,
24,1219,,,0.205078125,3.2213804721832275,,,
24,1224,,,,,0.21080000698566437,0.21080000698566437,3.0877938270568848
25,1229,,,0.224609375,3.065016031265259,,,
25,1239,,,0.1943359375,3.1990966796875,,,
25,1249,,,0.193359375,3.161574602127075,,,
25,1259,,,0.1650390625,3.3001744747161865,,,
