epoch,step,train/accuracy,train/loss,val/acc_best,val/accuracy,val/loss
22,1119,0.2021484375,3.2840874195098877,,,
22,1126,,,0.21639999747276306,0.21639999747276306,3.157992362976074
23,1129,0.1982421875,3.2779664993286133,,,
23,1139,0.22265625,3.1694302558898926,,,
23,1149,0.2041015625,3.2988667488098145,,,
23,1159,0.2236328125,3.192308187484741,,,
23,1169,0.19921875,3.1890721321105957,,,
23,1175,,,0.24379999935626984,0.24379999935626984,2.998725414276123
24,1179,0.2021484375,3.1845359802246094,,,
24,1189,0.236328125,3.0684432983398438,,,
24,1199,0.23046875,3.1452372074127197,,,
24,1209,0.203125,3.189530611038208,,,
24,1219,0.2177734375,3.1490895748138428,,,
24,1224,,,0.25099998712539673,0.25099998712539673,2.9240469932556152
25,1229,0.1962890625,3.155811071395874,,,
25,1239,0.2109375,3.200096845626831,,,
25,1249,0.228515625,3.060467481613159,,,
25,1259,0.20703125,3.1459617614746094,,,
25,1269,0.234375,3.1325817108154297,,,
25,1273,,,0.28200000524520874,0.28200000524520874,2.8207640647888184
26,1279,0.2138671875,3.1704511642456055,,,
26,1289,0.2490234375,3.102083206176758,,,
26,1299,0.21875,3.106428623199463,,,
26,1309,0.2275390625,3.037296772003174,,,
26,1319,0.265625,3.0634407997131348,,,
26,1322,,,0.28200000524520874,0.2542000114917755,2.926398992538452
27,1329,0.234375,3.0343451499938965,,,
27,1339,0.2275390625,3.0892786979675293,,,
27,1349,0.2353515625,3.0707316398620605,,,
27,1359,0.2265625,3.098444938659668,,,
27,1369,0.2275390625,3.0674571990966797,,,
27,1371,,,0.28200000524520874,0.27959999442100525,2.8346657752990723
28,1379,0.234375,3.032430410385132,,,
28,1389,0.2529296875,3.0349903106689453,,,
28,1399,0.2353515625,3.018390417098999,,,
28,1409,0.244140625,3.0330679416656494,,,
28,1419,0.2412109375,3.002821207046509,,,
28,1420,,,0.28200000524520874,0.2727999985218048,2.8222756385803223
29,1429,0.27734375,2.9366917610168457,,,
29,1439,0.2353515625,3.0317790508270264,,,
29,1449,0.2529296875,3.077759027481079,,,
29,1459,0.2353515625,2.9728305339813232,,,
29,1469,0.25471699237823486,2.9490814208984375,,,
29,1469,,,0.28200000524520874,0.266400009393692,2.910496711730957
30,1479,0.2587890625,2.951314687728882,,,
30,1489,0.2763671875,2.930091142654419,,,
30,1499,0.24609375,3.0150389671325684,,,
30,1509,0.267578125,2.893522024154663,,,
