epoch,step,test/accuracy,test/loss,train/accuracy,train/loss,val/acc_best,val/accuracy,val/loss
0,9,,,0.025390625,4.4746880531311035,,,
0,19,,,0.0517578125,4.2660298347473145,,,
0,29,,,0.05078125,4.16939640045166,,,
0,39,,,0.0556640625,4.119966506958008,,,
0,48,,,,,0.0575999990105629,0.0575999990105629,4.2396240234375
1,49,,,0.0576171875,4.083648204803467,,,
1,59,,,0.0673828125,4.068263053894043,,,
1,69,,,0.0732421875,3.9940378665924072,,,
1,79,,,0.072265625,4.004293918609619,,,
1,89,,,0.1005859375,3.9078309535980225,,,
1,97,,,,,0.08739999681711197,0.08739999681711197,3.8958706855773926
2,99,,,0.0849609375,3.8871872425079346,,,
2,109,,,0.0830078125,3.903848171234131,,,
2,119,,,0.0986328125,3.7038357257843018,,,
2,129,,,0.1025390625,3.795806646347046,,,
2,139,,,0.0986328125,3.7657153606414795,,,
2,146,,,,,0.09939999878406525,0.09939999878406525,3.7743492126464844
3,149,,,0.1220703125,3.7171499729156494,,,
3,159,,,0.1123046875,3.8190903663635254,,,
3,169,,,0.1298828125,3.6519174575805664,,,
3,179,,,0.1201171875,3.67173171043396,,,
3,189,,,0.13671875,3.6773314476013184,,,
3,195,,,,,0.13099999725818634,0.13099999725818634,3.5917105674743652
4,199,,,0.111328125,3.716484785079956,,,
4,209,,,0.1328125,3.6453309059143066,,,
4,219,,,0.1494140625,3.5220067501068115,,,
4,229,,,0.1298828125,3.6449055671691895,,,
4,239,,,0.1591796875,3.5661680698394775,,,
4,244,,,,,0.1526000052690506,0.1526000052690506,3.5293495655059814
5,249,,,0.1533203125,3.5415403842926025,,,
5,259,,,0.15234375,3.5479979515075684,,,
5,269,,,0.166015625,3.5491371154785156,,,
5,279,,,0.1357421875,3.5146467685699463,,,
5,289,,,0.177734375,3.4835691452026367,,,
5,293,,,,,0.15479999780654907,0.15479999780654907,3.5296740531921387
6,299,,,0.15625,3.474030017852783,,,
6,309,,,0.1533203125,3.4927024841308594,,,
6,319,,,0.1708984375,3.4920530319213867,,,
6,329,,,0.1728515625,3.4799656867980957,,,
6,339,,,0.173828125,3.5005617141723633,,,
6,342,,,,,0.20340000092983246,0.20340000092983246,3.2189552783966064
7,349,,,0.1689453125,3.395167589187622,,,
7,359,,,0.1875,3.397545099258423,,,
7,369,,,0.166015625,3.4287543296813965,,,
7,379,,,0.17578125,3.3604533672332764,,,
7,389,,,0.189453125,3.310706377029419,,,
7,391,,,,,0.20340000092983246,0.17720000445842743,3.4443740844726562
8,399,,,0.1875,3.3287861347198486,,,
8,409,,,0.1884765625,3.314579963684082,,,
8,419,,,0.205078125,3.335139036178589,,,
8,429,,,0.185546875,3.272049903869629,,,
8,439,,,0.1953125,3.3337690830230713,,,
8,440,,,,,0.21240000426769257,0.21240000426769257,3.216268539428711
9,449,,,0.189453125,3.2696895599365234,,,
9,459,,,0.1826171875,3.32993483543396,,,
9,469,,,0.1865234375,3.2420437335968018,,,
9,479,,,0.2060546875,3.315286874771118,,,
9,489,,,0.2228773534297943,3.206408977508545,,,
9,489,,,,,0.23180000483989716,0.23180000483989716,3.1225547790527344
10,499,,,0.203125,3.2340946197509766,,,
10,509,,,0.212890625,3.225095510482788,,,
10,519,,,0.203125,3.2080886363983154,,,
10,529,,,0.2080078125,3.2091774940490723,,,
10,538,,,,,0.24580000340938568,0.24580000340938568,2.976897716522217
11,539,,,0.23046875,3.1254806518554688,,,
11,549,,,0.2109375,3.190908432006836,,,
11,559,,,0.2705078125,3.0796914100646973,,,
11,569,,,0.2392578125,3.130641460418701,,,
11,579,,,0.22265625,3.154719591140747,,,
11,587,,,,,0.2639999985694885,0.2639999985694885,2.927666187286377
12,589,,,0.2333984375,3.1415421962738037,,,
