epoch,step,test/accuracy,test/loss,train/accuracy,train/loss,val/acc_best,val/accuracy,val/loss
0,9,,,0.0302734375,4.423257827758789,,,
0,19,,,0.03125,4.253087520599365,,,
0,29,,,0.048828125,4.219494342803955,,,
0,39,,,0.048828125,4.139808654785156,,,
0,48,,,,,0.04580000042915344,0.04580000042915344,4.304056167602539
1,49,,,0.0576171875,4.12475061416626,,,
1,59,,,0.0537109375,4.106396675109863,,,
1,69,,,0.0625,4.04185676574707,,,
1,79,,,0.0615234375,3.9878222942352295,,,
1,89,,,0.078125,3.9433846473693848,,,
1,97,,,,,0.0722000002861023,0.0722000002861023,3.937046527862549
2,99,,,0.078125,3.967193841934204,,,
2,109,,,0.0771484375,3.914663553237915,,,
2,119,,,0.091796875,3.848015308380127,,,
2,129,,,0.0791015625,3.944779396057129,,,
2,139,,,0.0888671875,3.864645004272461,,,
2,146,,,,,0.10499999672174454,0.10499999672174454,3.8114230632781982
3,149,,,0.1005859375,3.8314764499664307,,,
3,159,,,0.1015625,3.8219220638275146,,,
3,169,,,0.1064453125,3.7570438385009766,,,
3,179,,,0.1201171875,3.7104287147521973,,,
3,189,,,0.1279296875,3.70892071723938,,,
3,195,,,,,0.12139999866485596,0.12139999866485596,3.6418159008026123
4,199,,,0.1103515625,3.6880111694335938,,,
4,209,,,0.1435546875,3.6143746376037598,,,
4,219,,,0.11328125,3.626284122467041,,,
4,229,,,0.115234375,3.6481430530548096,,,
4,239,,,0.12109375,3.690218210220337,,,
4,244,,,,,0.14100000262260437,0.14100000262260437,3.493281841278076
5,249,,,0.140625,3.636972427368164,,,
5,259,,,0.1416015625,3.5943262577056885,,,
5,269,,,0.1328125,3.599163293838501,,,
5,279,,,0.1181640625,3.64780855178833,,,
5,289,,,0.140625,3.5352461338043213,,,
5,293,,,,,0.16279999911785126,0.16279999911785126,3.3908722400665283
6,299,,,0.1728515625,3.431567907333374,,,
6,309,,,0.1318359375,3.570406675338745,,,
6,319,,,0.1552734375,3.486884832382202,,,
6,329,,,0.12109375,3.5776991844177246,,,
6,339,,,0.1357421875,3.515061616897583,,,
6,342,,,,,0.16279999911785126,0.15080000460147858,3.550908327102661
7,349,,,0.1533203125,3.4978444576263428,,,
7,359,,,0.171875,3.46560001373291,,,
7,369,,,0.15625,3.505328893661499,,,
7,379,,,0.162109375,3.44185209274292,,,
7,389,,,0.166015625,3.423642635345459,,,
7,391,,,,,0.18019999563694,0.18019999563694,3.394000291824341
8,399,,,0.1513671875,3.4412331581115723,,,
8,409,,,0.1591796875,3.4246432781219482,,,
8,419,,,0.169921875,3.363891363143921,,,
8,429,,,0.1669921875,3.39908766746521,,,
8,439,,,0.1767578125,3.353848934173584,,,
8,440,,,,,0.2248000055551529,0.2248000055551529,3.0894267559051514
9,449,,,0.189453125,3.299468517303467,,,
9,459,,,0.1796875,3.3204891681671143,,,
9,469,,,0.1953125,3.2868430614471436,,,
9,479,,,0.1904296875,3.2916548252105713,,,
9,489,,,0.18160377442836761,3.405515670776367,,,
9,489,,,,,0.2248000055551529,0.20579999685287476,3.2083611488342285
10,499,,,0.1728515625,3.3667588233947754,,,
10,509,,,0.1787109375,3.2634434700012207,,,
10,519,,,0.2080078125,3.206470489501953,,,
10,529,,,0.20703125,3.207068920135498,,,
10,538,,,,,0.2248000055551529,0.21860000491142273,3.1740870475769043
11,539,,,0.19921875,3.313082218170166,,,
11,549,,,0.20703125,3.2289886474609375,,,
11,559,,,0.2041015625,3.19169282913208,,,
11,569,,,0.2138671875,3.1602864265441895,,,
11,579,,,0.2021484375,3.21509051322937,,,
11,587,,,,,0.27300000190734863,0.27300000190734863,2.887695789337158
